manufacturer,model name,category,screen size,cpu,ram(GB),gpu,operating system,operating system version,weight(kg),price,resolution,screen_type,touchscreen,cpu_freq(GHz),storage_1_gb,storage_1_type,storage_2_gb,storage_2_type,cpu_brand,gpu_brand
Lenovo,Thinkpad T570,Notebook,"15.6""",Intel Core i7 7500U ,8.0,Intel HD Graphics 630,Windows,10,1.95,9754524.0,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Intel
Mediacom,FlexBook Edge,2 in 1 Convertible,"11.6""",Intel Celeron Dual Core N3350 ,4.0,Intel HD Graphics 500,Windows,10,1.16,2658708.0,1920x1080,IPSPanel,1.0,1.1,32.0,SSD,0.0,NaN,Intel,Intel
Asus,ROG G701VI,Gaming,"17.3""",Intel Core i7 6820HK ,32.0,Nvidia GeForce GTX 1080,Windows,10,3.8,24888708.0,1920x1080,IPSPanel,0.0,2.7,512.0,SSD,0.0,NaN,Intel,Nvidia
Dell,Inspiron 7570,Notebook,"15.6""",Intel Core i7 8550U ,8.0,Nvidia GeForce 940MX,Windows,10,2.16,11221704.0,1920x1080,IPSPanel,0.0,1.8,512.0,SSD,0.0,NaN,Intel,Nvidia
Dell,XPS 13,Ultrabook,"13.3""",Intel Core i7 8550U ,16.0,Intel UHD Graphics 620,Windows,10,1.2,16619148.0,3200x1800,,1.0,1.8,512.0,SSD,0.0,NaN,Intel,Intel
Dell,Latitude 5480,Notebook,"14.0""",Intel Core i5 7440HQ ,8.0,Nvidia GeForce 930MX,Windows,10,1.64,10483668.0,1920x1080,,0.0,2.8,256.0,SSD,0.0,NaN,Intel,Nvidia
Dell,Inspiron 3567,Notebook,"15.6""",Intel Core i5 7200U ,12.0,Intel HD Graphics 620,Windows,10,2.25,5770908.0,1366x768,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Intel
HP,250 G5,Notebook,"15.6""",Intel Pentium Quad Core N3710 ,4.0,Intel HD Graphics 405,Windows,10,1.96,4446000.0,1366x768,,0.0,1.6,1000.0,HDD,0.0,NaN,Intel,Intel
Asus,FX503VM-E4007T (i7-7700HQ/16GB/1TB,Gaming,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1060,Windows,10,2.2,12884508.0,1920x1080,IPSPanel,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
HP,EliteBook 1040,Notebook,"14.0""",Intel Core i7 6500U ,8.0,Intel HD Graphics 520,Windows,10,1.43,19820268.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad Y900-17ISK,Gaming,"17.3""",Intel Core i7 6820HK ,16.0,Nvidia GeForce GTX 980M,Windows,10,4.6,24452911.08,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,1000.0,Hybrid,Intel,Nvidia
Acer,Aspire A315-51,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,Linux,,2.1,3467880.0,1366x768,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,Intel
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,"13.3""",Intel Core i7 6500U ,16.0,Intel HD Graphics 520,Windows,10,1.3,13329108.0,3200x1800,IPSPanel,1.0,2.5,512.0,SSD,0.0,NaN,Intel,Intel
MSI,Laptop MSI,Gaming,"17.3""",Intel Core i7 6820HK ,16.0,Nvidia GeForce GTX 970M,Windows,10,4.14,19553508.0,1920x1080,,0.0,2.7,128.0,SSD,1000.0,HDD,Intel,Nvidia
Asus,VivoBook S15,Ultrabook,"15.6""",Intel Core i7 7500U ,8.0,Nvidia GeForce 940MX,Windows,10,1.7,9335710.8,1920x1080,,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Nvidia
MSI,GE63VR 7RE,Gaming,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1060,Windows,10,2.4,15996708.0,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Toshiba,Portege X30-D-10V,Notebook,"13.3""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.05,13115700.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Acer,Aspire A515-51G,Notebook,"15.6""",Intel Core i7 7500U ,4.0,Nvidia GeForce 940MX,Windows,10,2.2,5681988.0,1920x1080,,0.0,2.7,500.0,HDD,0.0,NaN,Intel,Nvidia
Acer,Extensa EX2540-58KR,Notebook,"15.6""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,2.4,4970628.0,1366x768,,0.0,2.5,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15IAP,Notebook,"15.6""",Intel Pentium Quad Core N4200 ,4.0,Intel HD Graphics 505,Windows,10,2.2,3058848.0,1920x1080,,0.0,1.1,500.0,HDD,0.0,NaN,Intel,Intel
Dell,Inspiron 3552,Notebook,"15.6""",Intel Celeron Dual Core N3050 ,2.0,Intel HD Graphics,Windows,10,2.2,3370068.0,1366x768,,0.0,1.6,500.0,HDD,0.0,NaN,Intel,Intel
Dell,Inspiron 3576,Notebook,"15.6""",Intel Core i5 8250U ,8.0,AMD Radeon 520,Linux,,2.2,6022996.2,1920x1080,,0.0,1.6,256.0,SSD,0.0,NaN,Intel,AMD
Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,"15.6""",Intel Core i5 8250U ,8.0,Intel UHD Graphics 620,Windows,10,2.05,6571188.0,1920x1080,,0.0,1.6,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Alienware 17,Gaming,"17.3""",Intel Core i7 7700HQ ,32.0,Nvidia GeForce GTX 1070M,Windows,10,4.42,31911609.6,1920x1080,IPSPanel,0.0,2.8,1000.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,No OS,,1.85,3587922.0,1920x1080,,0.0,2.0,128.0,SSD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-17IKBR,Notebook,"17.3""",Intel Core i5 8250U ,8.0,Nvidia GeForce MX150,No OS,,2.8,6206616.0,1600x900,,0.0,1.6,256.0,SSD,0.0,NaN,Intel,Nvidia
Dell,Inspiron 5568,2 in 1 Convertible,"15.6""",Intel Core i3 6100U ,4.0,Intel HD Graphics 520,Windows,10,2.08,7077943.08,1920x1080,IPSPanel,1.0,2.3,1000.0,HDD,0.0,NaN,Intel,Intel
HP,ProBook 470,Notebook,"17.3""",Intel Core i5 8250U ,8.0,Nvidia GeForce 930MX,Windows,10,2.5,7967232.0,1920x1080,,0.0,1.6,1000.0,HDD,0.0,NaN,Intel,Nvidia
Lenovo,Thinkpad T460,Ultrabook,"14.0""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,10,1.7,9745632.0,1920x1080,,0.0,2.3,1.0,SSD,0.0,NaN,Intel,Intel
Dell,Precision 7520,Workstation,"15.6""",Intel Xeon E3-1505M V6 ,16.0,Nvidia Quadro M1200,Windows,10,2.8,27165060.0,3840x2160,,0.0,3.0,256.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Aspire 7,Gaming,"15.6""",Intel Core i5 7300HQ ,8.0,Nvidia GeForce GTX 1050,Linux,,2.4,7095816.0,1920x1080,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Nvidia
HP,250 G6,Notebook,"15.6""",Intel Core i3 6006U ,4.0,AMD Radeon 520,Windows,10,1.86,3900831.48,1366x768,,0.0,2.0,500.0,HDD,0.0,NaN,Intel,AMD
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,"15.6""",Intel Core i7 7500U ,4.0,Intel HD Graphics 620,Windows,10,1.85,6926868.0,1920x1080,,0.0,2.7,1000.0,HDD,0.0,NaN,Intel,Intel
Acer,Swift 7,Ultrabook,"13.3""",Intel Core i5 7Y54 ,8.0,Intel HD Graphics 615,Windows,10,1.12,8794188.0,1920x1080,IPSPanel,0.0,1.2,256.0,SSD,0.0,NaN,Intel,Intel
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,"15.6""",Intel Core i5 6300HQ ,4.0,Nvidia GeForce GTX 950M,No OS,,2.45,5148468.0,1366x768,,0.0,2.3,1000.0,HDD,0.0,NaN,Intel,Nvidia
Dell,XPS 13,Ultrabook,"13.3""",Intel Core i7 7560U ,8.0,Intel Iris Plus Graphics 640,Windows,10,1.23,12262068.0,3200x1800,,1.0,2.4,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Vostro 3568,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,Linux,,2.18,3947158.8,1366x768,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,Intel
HP,ProBook 450,Notebook,"15.6""",Intel Core i5 8250U ,8.0,Nvidia GeForce 930MX ,Windows,10,2.1,7816068.0,1920x1080,,0.0,1.6,256.0,SSD,0.0,NaN,Intel,Nvidia
Asus,VivoBook Pro,Gaming,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,1.99,12004200.0,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
HP,ProBook 650,Notebook,"14.0""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,2.31,10572588.0,1366x768,,0.0,2.5,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,"15.6""",Intel Core i5 6200U ,8.0,AMD Radeon R5 M330,No OS,,2.32,5326308.0,1920x1080,,0.0,2.3,1000.0,HDD,0.0,NaN,Intel,AMD
Lenovo,ThinkPad T460,Notebook,"14.0""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,7,1.7,8909784.0,1366x768,,0.0,2.3,508.0,Hybrid,0.0,NaN,Intel,Intel
Dell,Inspiron 5570,Notebook,"15.6""",Intel Core i7 8550U ,16.0,AMD Radeon 530,Windows,10,2.2,10841482.08,1920x1080,,0.0,1.8,256.0,SSD,2000.0,HDD,Intel,AMD
Dell,Latitude 5480,Notebook,"14.0""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620 ,Windows,10,1.6,9950148.0,1920x1080,,0.0,2.5,128.0,SSD,0.0,NaN,Intel,Intel
HP,EliteBook 1040,Notebook,"14.0""",Intel Core i5 6200U ,8.0,Intel HD Graphics 520,Windows,7,1.43,13453596.0,1920x1080,,0.0,2.3,256.0,SSD,0.0,NaN,Intel,Intel
HP,EliteBook x360,2 in 1 Convertible,"13.3""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.28,20247084.0,1920x1080,,1.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,ThinkPad T460s,Ultrabook,"14.0""",Intel Core i7 6600U ,12.0,Intel HD Graphics 520,Windows,7,1.4,20442708.0,1920x1080,,0.0,2.6,512.0,SSD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 310-15IKB,Notebook,"15.6""",Intel Core i7 7500U ,8.0,Nvidia GeForce 920MX,No OS,,2.2,6091020.0,1920x1080,,0.0,2.7,1000.0,HDD,0.0,NaN,Intel,Nvidia
Acer,Aspire E5-576G,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Nvidia GeForce 940MX,Windows,10,2.23,4837248.0,1920x1080,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,Nvidia
Dell,Alienware 17,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1060,Windows,10,4.36,22274637.84,1920x1080,IPSPanel,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,XPS 15,Notebook,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050,Windows,10,2.06,18027818.64,3840x2160,,1.0,2.8,512.0,SSD,0.0,NaN,Intel,Nvidia
Acer,Chromebook 14,Notebook,"14.0""",Intel Celeron Dual Core N3060 ,2.0,Intel HD Graphics 400,Chrome OS,,1.68,2934360.0,1366x768,,0.0,1.6,32.0,FlashStorage,0.0,NaN,Intel,Intel
MSI,GT80S 6QE,Gaming,"17.3""",Intel Core i7 6820HK ,16.0,Nvidia GeForce GTX 980M,Windows,10,4.5,20887308.0,1920x1080,,0.0,2.7,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,XPS 13,Ultrabook,"13.3""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.29,13329108.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Asus,X751NV-TY001T (N4200/4GB/1TB/GeForce,Notebook,"17.3""",Intel Pentium Quad Core N4200 ,4.0,Nvidia GeForce 920MX,Windows,10,2.8,4143672.0,1366x768,,0.0,1.1,1000.0,HDD,0.0,NaN,Intel,Nvidia
Dell,Inspiron 7567,Gaming,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.62,9772308.0,1920x1080,,0.0,2.8,1000.0,HDD,0.0,NaN,Intel,Nvidia
HP,Spectre 13-V100nv,Notebook,"13.3""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.11,10216908.0,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Precision 5520,Workstation,"15.6""",Intel Core i7 6820HQ ,8.0,Nvidia Quadro M1200,Windows,10,2.0,18984420.0,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Nvidia
Asus,ZenBook Pro,Notebook,"15.6""",Intel Core i7 6700HQ ,12.0,Intel HD Graphics 530,Windows,10,2.06,11550708.0,3840x2160,IPSPanel,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Intel
Acer,Predator 17,Gaming,"17.3""",Intel Core i7 6700HQ ,16.0,Nvidia GeForce GTX 1060,Windows,10,4.2,17206020.0,1920x1080,IPSPanel,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Aspire R7,2 in 1 Convertible,"13.3""",Intel Core i7 6500U ,8.0,Intel HD Graphics 520,Windows,10,1.6,7015876.92,1920x1080,IPSPanel,1.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
MSI,GT73EVR 7RE,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1070,Windows,10,4.14,22221108.0,1920x1080,,0.0,2.8,512.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.4,10661508.0,1920x1080,,0.0,2.8,512.0,SSD,0.0,NaN,Intel,Nvidia
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,"15.6""",Intel Core i5 7300HQ ,8.0,Nvidia GeForce GTX 1050,Linux,,2.4,6304428.0,1920x1080,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Nvidia
Dell,Latitude E7270,Ultrabook,"12.5""",Intel Core i5 6300U ,8.0,Intel HD Graphics 520,Windows,7,1.26,15235286.04,1920x1080,,1.0,2.4,256.0,SSD,0.0,NaN,Intel,Intel
HP,ProBook 450,Notebook,"15.6""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,2.04,8705268.0,1366x768,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,ThinkPad T560,Notebook,"15.6""",Intel Core i5 6200U ,8.0,Intel HD Graphics 520,Windows,10,2.3,11995308.0,1920x1080,,0.0,2.3,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,ThinkPad T470s,Ultrabook,"14.0""",Intel Core i7 7500U ,24.0,Intel HD Graphics 620,Windows,10,1.32,21180744.0,2560x1440,,0.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
Toshiba,Satellite Pro,Notebook,"15.6""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,10,2.1,5352984.0,1366x768,,0.0,2.3,500.0,HDD,0.0,NaN,Intel,Intel
Dell,Vostro 3568,Notebook,"15.6""",Intel Core i3 6006U ,8.0,Intel HD Graphics 520,Windows,10,2.0,5913180.0,1366x768,,0.0,2.0,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Latitude 7280,Ultrabook,"12.5""",Intel Core i7 7600U ,16.0,Intel HD Graphics 620,Windows,10,1.18,16530228.0,1920x1080,,0.0,2.8,256.0,SSD,0.0,NaN,Intel,Intel
HP,Stream 11-Y000na,Netbook,"11.6""",Intel Celeron Dual Core N3060 ,2.0,Intel HD Graphics 400,Windows,10,1.17,1858428.0,1366x768,,0.0,1.6,32.0,FlashStorage,0.0,NaN,Intel,Intel
MSI,GE72MVR 7RG,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1070,Windows,10,2.9,21474180.0,1920x1080,,0.0,2.8,512.0,SSD,1000.0,HDD,Intel,Nvidia
Samsung,Notebook 9,Ultrabook,"15.0""",Intel Core i7 7500U ,16.0,Nvidia GeForce 940MX,Windows,10,1.23,16441308.0,1920x1080,,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Nvidia
Acer,Aspire A315-31,Notebook,"15.6""",Intel Pentium Quad Core N4200 ,4.0,Intel HD Graphics 505,Linux,,2.1,2649816.0,1366x768,,0.0,1.1,1000.0,HDD,0.0,NaN,Intel,Intel
Asus,ZenBook UX310UQ-GL026T,Ultrabook,"13.3""",Intel Core i5 6200U ,8.0,Nvidia GeForce 940M,Windows,10,1.45,9123192.0,1920x1080,IPSPanel,0.0,2.3,512.0,SSD,0.0,NaN,Intel,Nvidia
HP,ProBook 440,Notebook,"14.0""",Intel Core i5 8250U ,8.0,Intel HD Graphics 620,Windows,10,1.63,7647120.0,1920x1080,,0.0,1.6,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 5770,Notebook,"17.3""",Intel Core i5 8250U ,8.0,AMD Radeon 530,Linux,,2.8,7904988.0,1920x1080,IPSPanel,0.0,1.6,128.0,SSD,1000.0,HDD,Intel,AMD
Lenovo,Thinkpad X1,Ultrabook,"14.0""",Intel Core i7 6600U ,16.0,Intel HD Graphics 520,Windows,10,1.1,18664308.0,2560x1440,IPSPanel,0.0,2.6,512.0,SSD,0.0,NaN,Intel,Intel
Lenovo,ThinkPad T470,Notebook,"14.0""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.65,11959740.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Precision M5520,Workstation,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia Quadro M1200,Windows,10,1.78,21411936.0,1920x1080,,0.0,2.8,256.0,SSD,0.0,NaN,Intel,Nvidia
Lenovo,ThinkPad T470,Notebook,"14.0""",Intel Core i5 6200U ,8.0,Intel HD Graphics 520,Windows,7,1.65,13026780.0,1920x1080,,0.0,2.3,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Insprion 5767,Notebook,"17.3""",Intel Core i3 6006U ,4.0,AMD Radeon R7 M445,Windows,10,2.36,5859828.0,1600x900,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,AMD
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,"15.6""",Intel Celeron Dual Core N3050 ,4.0,Intel HD Graphics,Windows,10,2.2,3281148.0,1366x768,,0.0,1.6,500.0,HDD,0.0,NaN,Intel,Intel
Acer,Aspire 1,Notebook,"14.0""",Intel Celeron Quad Core N3450 ,4.0,Intel HD Graphics 500,Windows,10,1.6,2925468.0,1920x1080,,0.0,1.1,32.0,FlashStorage,0.0,NaN,Intel,Intel
Toshiba,Tecra A50-C-218,Notebook,"15.6""",Intel Core i7 6500U ,16.0,Nvidia GeForce 930M,Windows,10,2.4,12671100.0,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Nvidia
Asus,Rog Strix,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1060,Windows,10,2.73,18227710.8,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Aspire 3,Notebook,"15.6""",AMD A9-Series 9420 ,4.0,AMD Radeon R5,Windows,10,2.1,3787992.0,1366x768,,0.0,3.0,128.0,SSD,0.0,NaN,AMD,AMD
HP,ProBook 640,Notebook,"14.0""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.95,8714160.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Vostro 3568,Notebook,"15.6""",Intel Core i3 6006U ,4.0,AMD Radeon R5 M420X,Linux,,2.18,4052084.4,1366x768,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,AMD
HP,Pavilion 15-AW003nv,Notebook,"15.6""",AMD A9-Series 9410 ,6.0,AMD Radeon R7 M440,Windows,10,2.04,4890511.08,1920x1080,,0.0,2.9,1000.0,Hybrid,0.0,NaN,AMD,AMD
Asus,Rog GL553VE-FY052T,Gaming,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5,14227200.0,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Aspire 5,Notebook,"17.3""",Intel Core i3 7130U ,4.0,Nvidia GeForce MX130,Windows,10,3.0,5824260.0,1920x1080,IPSPanel,0.0,2.7,1000.0,HDD,0.0,NaN,Intel,Nvidia
Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,"15.6""",AMD A9-Series 9420 ,4.0,AMD Radeon R5 M420,Windows,10,1.68,4170348.0,1366x768,,0.0,3.0,1000.0,HDD,0.0,NaN,AMD,AMD
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Intel Core i5 7300HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.5,8883108.0,1920x1080,IPSPanel,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 3576,Notebook,"15.6""",Intel Core i5 8250U ,8.0,AMD Radeon 520,Windows,10,2.2,6002100.0,1920x1080,,0.0,1.6,1000.0,HDD,0.0,NaN,Intel,AMD
Dell,Inspiron 5570,Notebook,"15.6""",Intel Core i5 8250U ,8.0,AMD Radeon 530,Windows,10,2.33,7504848.0,1920x1080,,0.0,1.6,128.0,SSD,1000.0,HDD,Intel,AMD
Microsoft,Surface Laptop,Ultrabook,"13.5""",Intel Core i7 7600U ,8.0,Intel Iris Plus Graphics 640,Windows,10 S,1.252,16608922.2,2256x1504,,1.0,2.8,256.0,SSD,0.0,NaN,Intel,Intel
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,"15.6""",Intel Core i5 8250U ,4.0,Intel UHD Graphics 620,Windows,10,2.04,4636911.24,1366x768,,1.0,1.6,1000.0,HDD,0.0,NaN,Intel,Intel
Toshiba,Satellite Pro,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,2.0,8385156.0,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Vostro 5568,Notebook,"15.6""",Intel Core i7 7500U ,8.0,Nvidia GeForce GT 940MX,Windows,10,1.98,8545212.0,1920x1080,,0.0,2.7,1000.0,HDD,0.0,NaN,Intel,Nvidia
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,Windows,10,2.1,3814668.0,1366x768,,0.0,2.0,128.0,SSD,0.0,NaN,Intel,Intel
Acer,Aspire 5,Notebook,"17.3""",Intel Core i3 7130U ,4.0,Nvidia GeForce MX130,Windows,10,3.0,6242184.0,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Nvidia
Chuwi,"Lapbook 15,6",Notebook,"15.6""",Intel Atom x5-Z8350 ,4.0,Intel HD Graphics,Windows,10,1.89,2213218.8,1920x1080,,0.0,1.44,64.0,FlashStorage,0.0,NaN,Intel,Intel
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,No OS,,2.1,3103308.0,1920x1080,,0.0,2.0,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,Thinkpad X1,Ultrabook,"14.0""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.13,20291544.0,2560x1440,IPSPanel,0.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
HP,250 G6,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,Windows,10,1.86,3903588.0,1366x768,,0.0,2.0,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,"15.6""",Intel Celeron Dual Core N3350 ,4.0,Intel HD Graphics 500,No OS,,1.9,2406353.04,1366x768,,0.0,1.1,128.0,SSD,0.0,NaN,Intel,Intel
Acer,Aspire 3,Notebook,"15.6""",Intel Celeron Dual Core N3350 ,4.0,Intel HD Graphics 500,Windows,10,2.1,2961036.0,1366x768,,0.0,2.0,500.0,HDD,0.0,NaN,Intel,Intel
Dell,Inspiron 3576,Notebook,"15.6""",Intel Core i7 8550U ,8.0,AMD Radeon 520,Windows,10,2.13,6827277.6,1920x1080,,0.0,1.8,256.0,SSD,0.0,NaN,Intel,AMD
Lenovo,ThinkPad 13,Notebook,"13.3""",Intel Celeron Dual Core 3855U ,4.0,Intel HD Graphics 510,Chrome OS,,1.45,4089430.8,1366x768,,0.0,1.6,16.0,FlashStorage,0.0,NaN,Intel,Intel
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,"14.0""",Intel Celeron Dual Core N3350 ,4.0,Intel HD Graphics 500,Windows,10,1.5,2471976.0,1366x768,,0.0,1.1,32.0,FlashStorage,0.0,NaN,Intel,Intel
Lenovo,ThinkPad Yoga,2 in 1 Convertible,"13.3""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.37,12439908.0,1920x1080,IPSPanel,1.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
HP,250 G6,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,Windows,10,1.86,3530124.0,1920x1080,,0.0,2.0,500.0,HDD,0.0,NaN,Intel,Intel
Dell,Inspiron 3552,Notebook,"15.6""",Intel Celeron Dual Core N3060 ,4.0,Intel HD Graphics,Linux,,2.2,2444410.8,1366x768,,0.0,1.6,500.0,HDD,0.0,NaN,Intel,Intel
HP,ProBook 640,Notebook,"14.0""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,10,1.95,10216908.0,1366x768,,0.0,2.3,500.0,HDD,0.0,NaN,Intel,Intel
Dell,Alienware 15,Gaming,"15.6""",Intel Core i7 7820HK ,16.0,Nvidia GeForce GTX 1070,Windows,10,3.49,25019865.0,1920x1080,,0.0,2.9,256.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,"13.9""",Intel Core i7 8550U ,8.0,Intel UHD Graphics 620,Windows,10,1.37,16441308.0,1920x1080,IPSPanel,1.0,1.8,512.0,SSD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 310-15ISK,Notebook,"15.6""",Intel Core i7 6500U ,8.0,Nvidia GeForce 920MX,No OS,,2.2,5593068.0,1366x768,,0.0,2.5,500.0,HDD,0.0,NaN,Intel,Nvidia
